As of:,30-Sep-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00111,InTrader,31410LPG1,FNMA 15YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,742,119 "," 52,689,036 "," 52,345,621 "," (343,415)",  ," (343,415)", Agency MBS , Agency MBS ,,,3.0067%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A2,Treasury,0332085034," 52,689,036 ", -   ," 52,689,036 ",2014,343-03  ,072,8/29/2014,3.00664,0.0300664, 0.030 ,105.9243908,31410LPG100111AFS,#N/A,#N/A,Yes
00111,InTrader,3137B5JM6,FHMS K034,Agency Commercial MBS,Commercial MBS,United States,AFS," 50,000,000 "," 50,000,000 "," 50,601,520 "," 52,339,200 "," 1,737,680 "," 1,737,680 ",  , Agency MBS , Agency MBS ,,,3.3731%,Due after five years through ten years,NA,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4C1A,Treasury,0599001451," 50,601,520 ", -   ," 50,601,520 ",2013,cmbfx311,311,12/5/2013,3.37306,0.0337306, 0.034 ,101.2030407,3137B5JM600111AFS,#N/A,"Short Duration - Fxd to Flt, Short UST, ABCP Repo",Yes
00111,InTrader,3137B7MZ9,FHMS K036,Agency Commercial MBS,Commercial MBS,United States,AFS," 50,000,000 "," 50,000,000 "," 50,943,971 "," 52,284,350 "," 1,340,379 "," 1,340,379 ",  , Agency MBS , Agency MBS ,,,3.2859%,Due after five years through ten years,NA,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4C1A,Treasury,0904000121," 50,943,971 ", -   ," 50,943,971 ",2014,cmbfx311,311,2/6/2014,3.28593,0.0328593, 0.033 ,101.8879414,3137B7MZ900111AFS,#N/A,"Short Duration - Fxd to Flt, Short UST, ABCP Repo",Yes
00111,InTrader,3137B7MZ9,FHMS K036,Agency Commercial MBS,Commercial MBS,United States,AFS," 50,000,000 "," 50,000,000 "," 50,943,971 "," 52,284,350 "," 1,340,379 "," 1,340,379 ",  , Agency MBS , Agency MBS ,,,3.2859%,Due after five years through ten years,NA,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4C1A,Treasury,0904000122," 50,943,971 ", -   ," 50,943,971 ",2014,cmbfx311,311,2/6/2014,3.28593,0.0328593, 0.033 ,101.8879414,3137B7MZ900111AFS,#N/A,"Short Duration - Fxd to Flt, Short UST, ABCP Repo",Yes
00111,InTrader,3128MD6C2,FGOLD 15YR GIANT,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,683,892 "," 52,402,701 "," 52,266,958 "," (135,744)",  ," (135,744)", Agency MBS , Agency MBS ,,,3.0412%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A2,Treasury,0332085032," 52,402,701 ", -   ," 52,402,701 ",2014,343-03  ,072,8/27/2014,3.04118,0.0304118, 0.030 ,105.4722146,3128MD6C200111AFS,#N/A,#N/A,Yes
00111,InTrader,3136AJH66,FNMA_14-30A,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 48,836,044 "," 52,520,864 "," 52,244,116 "," (276,748)",  ," (276,748)", Agency MBS , Agency MBS ,,,3.1656%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1212009,,2,4B1,Treasury,0599001918," 52,520,864 ", -   ," 52,520,864 ",2014,cmofx09m,078,8/29/2014,3.16557,0.0316557, 0.032 ,107.5452878,3136AJH6600111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3128MD5K5,FGOLD 15YR GIANT,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,347,278 "," 51,824,534 "," 51,912,843 "," 88,309 "," 88,309 ",  , Agency MBS , Agency MBS ,,,3.0762%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A2,Treasury,0332085028," 51,824,534 ", -   ," 51,824,534 ",2014,343-03  ,070,7/30/2014,3.07619,0.0307619, 0.031 ,105.0200468,3128MD5K500111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137BBBD1,FHMS K038,Agency Commercial MBS,Commercial MBS,United States,AFS," 50,000,000 "," 50,000,000 "," 51,462,201 "," 51,617,350 "," 155,149 "," 155,149 ",  , Agency MBS , Agency MBS ,,,3.0338%,Due after five years through ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4C2A,Treasury,0599001796," 51,462,201 ", -   ," 51,462,201 ",2014,mbfl14  ,314,6/12/2014,3.03375,0.0303375, 0.030 ,102.9244021,3137BBBD100111AFS,#N/A,"Short Duration - Fxd to Flt, Short UST, ABCP Repo",Yes
00111,InTrader,3137BDDC7,FHMS K716,Agency Commercial MBS,Commercial MBS,United States,AFS," 50,000,000 "," 50,000,000 "," 51,495,930 "," 51,607,500 "," 111,570 "," 111,570 ",  , Agency MBS , Agency MBS ,,,2.6401%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4C1A,Treasury,0599001921," 51,495,930 ", -   ," 51,495,930 ",2014,cmbfx311,311,9/17/2014,2.64007,0.0264007, 0.026 ,102.99186,3137BDDC700111AFS,#N/A,CMBS,Yes
00111,InTrader,3137B4GY6,FHMS K032 A2,Agency Commercial MBS,Commercial MBS,United States,AFS," 50,000,000 "," 50,000,000 "," 48,799,599 "," 51,525,150 "," 2,725,552 "," 2,725,552 ",  , Agency MBS , Agency MBS ,,,3.6506%,Due after five years through ten years,NA,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4C1A,Treasury,0332054444," 48,799,599 ", -   ," 48,799,599 ",2013,cmbfx311,311,9/12/2013,3.63386,0.0363386, 0.036 ,97.599197,3137B4GY600111AFS,#N/A,"Short Duration - Fxd to Flt, Short UST, ABCP Repo",Yes
00111,InTrader,3138ENB65,FNMA 15YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 48,926,263 "," 51,729,416 "," 51,487,063 "," (242,353)",  ," (242,353)", Agency MBS , Agency MBS ,,,3.0182%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A2,Treasury,0332085036," 51,729,416 ", -   ," 51,729,416 ",2014,343-03  ,072,8/29/2014,3.01823,0.0301823, 0.030 ,105.7293431,3138ENB6500111AFS,#N/A,#N/A,Yes
00111,InTrader,3138ENB65,FNMA 15YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 48,926,263 "," 51,729,416 "," 51,487,063 "," (242,353)",  ," (242,353)", Agency MBS , Agency MBS ,,,3.0182%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A2,Treasury,0332085037," 51,729,416 ", -   ," 51,729,416 ",2014,343-03  ,072,8/29/2014,3.01823,0.0301823, 0.030 ,105.7293431,3138ENB6500111AFS,#N/A,#N/A,Yes
00111,InTrader,3138ENB65,FNMA 15YR,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 48,926,263 "," 51,729,416 "," 51,487,063 "," (242,353)",  ," (242,353)", Agency MBS , Agency MBS ,,,3.0182%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A2,Treasury,0332085038," 51,729,416 ", -   ," 51,729,416 ",2014,343-03  ,072,8/29/2014,3.01823,0.0301823, 0.030 ,105.7293431,3138ENB6500111AFS,#N/A,#N/A,Yes
00111,InTrader,3128MD4U4,FGOLD 15YR GIANT,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 48,780,852 "," 51,438,898 "," 51,480,872 "," 41,974 "," 41,974 ",  , Agency MBS , Agency MBS ,,,3.0371%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220044,1291094,2,4A2,Treasury,0332079842," 51,438,898 ", -   ," 51,438,898 ",2014,343-08  ,070,7/16/2014,3.03706,0.0303706, 0.030 ,105.4489546,3128MD4U400111AFS,#N/A,#N/A,Yes
00111,InTrader,3137BDV94,FHLMC_4385N,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 50,000,000 "," 51,171,661 "," 51,171,875 ", 214 , 214 ,  , Agency MBS , Agency MBS ,,,2.7803%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4B1,Treasury,0332089813," 51,171,661 ", -   ," 51,171,661 ",2014,343-03  ,089,9/26/2014,2.7803,0.027803, 0.028 ,102.3433212,3137BDV9400111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137BDV94,FHLMC_4385N,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 50,000,000 "," 51,171,661 "," 51,171,875 ", 214 , 214 ,  , Agency MBS , Agency MBS ,,,2.7803%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4B1,Treasury,0332089814," 51,171,661 ", -   ," 51,171,661 ",2014,343-03  ,089,9/26/2014,2.7803,0.027803, 0.028 ,102.3433212,3137BDV9400111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137BDV94,FHLMC_4385N,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 50,000,000 "," 51,171,661 "," 51,171,875 ", 214 , 214 ,  , Agency MBS , Agency MBS ,,,2.7803%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4B1,Treasury,0332089815," 51,171,661 ", -   ," 51,171,661 ",2014,343-03  ,089,9/26/2014,2.7803,0.027803, 0.028 ,102.3433212,3137BDV9400111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137BC5Y0,FHLMC_4366A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,044,489 "," 51,309,704 "," 51,071,007 "," (238,697)",  ," (238,697)", Agency MBS , Agency MBS ,,,3.0001%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0599001843," 51,309,704 ", -   ," 51,309,704 ",2014,rmfx09  ,089,7/23/2014,3.0001,0.030001, 0.030 ,104.6186947,3137BC5Y000111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137BC5Y0,FHLMC_4366A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,044,489 "," 51,309,704 "," 51,071,007 "," (238,697)",  ," (238,697)", Agency MBS , Agency MBS ,,,3.0001%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0599001844," 51,309,704 ", -   ," 51,309,704 ",2014,rmfx09  ,089,7/23/2014,3.0001,0.030001, 0.030 ,104.6186947,3137BC5Y000111AFS,#N/A,Agency MBS,Yes
00111,InTrader,36179QMH1,Government National Mortgage A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,868,864 "," 51,122,657 "," 51,021,333 "," (101,323)",  ," (101,323)", Agency MBS , Agency MBS ,,,2.3822%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A1,Treasury,0904000777," 51,122,657 ", -   ," 51,122,657 ",2014,311-03  ,065,9/5/2014,2.38218,0.0238218, 0.024 ,102.5141797,36179QMH100111AFS,#N/A,Agency MBS,Yes
00111,InTrader,36179QMH1,Government National Mortgage A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,868,864 "," 51,001,951 "," 51,021,333 "," 19,382 "," 19,382 ",  , Agency MBS , Agency MBS ,,,2.3934%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A1,Treasury,0332085154," 51,001,951 ", -   ," 51,001,951 ",2014,311-03  ,065,9/10/2014,2.39336,0.0239336, 0.024 ,102.2721338,36179QMH100111AFS,#N/A,Agency MBS,Yes
00111,InTrader,36179QMH1,Government National Mortgage A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,868,864 "," 51,001,951 "," 51,021,333 "," 19,382 "," 19,382 ",  , Agency MBS , Agency MBS ,,,2.3934%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A1,Treasury,0332085155," 51,001,951 ", -   ," 51,001,951 ",2014,311-03  ,065,9/10/2014,2.39336,0.0239336, 0.024 ,102.2721338,36179QMH100111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137BBCQ1,FHLMC_4354C,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 49,446,526 "," 51,613,590 "," 50,850,461 "," (763,129)",  ," (763,129)", Agency MBS , Agency MBS ,,,3.0250%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1212007,,2,4B1,Treasury,0332075398," 51,613,590 ", -   ," 51,613,590 ",2014,RMFX08M ,089,6/11/2014,3.02504,0.0302504, 0.030 ,104.3826423,3137BBCQ100111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3137BBCQ1,FHLMC_4354C,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 49,446,526 "," 51,613,590 "," 50,850,461 "," (763,129)",  ," (763,129)", Agency MBS , Agency MBS ,,,3.0250%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1212007,,2,4B1,Treasury,0332075399," 51,613,590 ", -   ," 51,613,590 ",2014,RMFX08M ,089,6/11/2014,3.02504,0.0302504, 0.030 ,104.3826423,3137BBCQ100111HTM,#N/A,Agency MBS,Yes
00111,InTrader,36179QEF4,Government National Mortgage A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 48,895,491 "," 50,680,523 "," 50,697,290 "," 16,767 "," 16,767 ",  , Agency MBS , Agency MBS ,,,2.8182%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A1,Treasury,0332072689," 50,680,523 ", -   ," 50,680,523 ",2014,311-03  ,062,6/10/2014,2.81815,0.0281815, 0.028 ,103.6507089,36179QEF400111AFS,#N/A,Agency MBS,Yes
00111,InTrader,36179QJ69,Government National Mortgage A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,647,523 "," 50,777,295 "," 50,648,914 "," (128,381)",  ," (128,381)", Agency MBS , Agency MBS ,,,2.3931%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A1,Treasury,0332080100," 50,777,295 ", -   ," 50,777,295 ",2014,311-03  ,062,7/30/2014,2.39313,0.0239313, 0.024 ,102.2755857,36179QJ6900111AFS,#N/A,Agency MBS,Yes
00111,InTrader,36179QJ69,Government National Mortgage A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,647,523 "," 50,777,295 "," 50,648,914 "," (128,381)",  ," (128,381)", Agency MBS , Agency MBS ,,,2.3931%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A1,Treasury,0332080101," 50,777,295 ", -   ," 50,777,295 ",2014,311-03  ,062,7/30/2014,2.39313,0.0239313, 0.024 ,102.2755857,36179QJ6900111AFS,#N/A,Agency MBS,Yes
00111,InTrader,36179QJ69,Government National Mortgage A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,647,523 "," 50,777,295 "," 50,648,914 "," (128,381)",  ," (128,381)", Agency MBS , Agency MBS ,,,2.3931%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A1,Treasury,0332080102," 50,777,295 ", -   ," 50,777,295 ",2014,311-03  ,062,7/30/2014,2.39313,0.0239313, 0.024 ,102.2755857,36179QJ6900111AFS,#N/A,Agency MBS,Yes
00111,InTrader,36179QJ69,Government National Mortgage A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,647,523 "," 50,777,295 "," 50,648,914 "," (128,381)",  ," (128,381)", Agency MBS , Agency MBS ,,,2.3931%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A1,Treasury,0332080103," 50,777,295 ", -   ," 50,777,295 ",2014,311-03  ,062,7/30/2014,2.39313,0.0239313, 0.024 ,102.2755857,36179QJ6900111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137BARN4,FHLMC_4343C,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 48,631,858 "," 50,788,165 "," 50,499,710 "," (288,456)",  ," (288,456)", Agency MBS , Agency MBS ,,,3.0038%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1212007,,2,4B1,Treasury,0332074124," 50,788,165 ", -   ," 50,788,165 ",2014,RMFX08M ,089,6/19/2014,3.00375,0.0300375, 0.030 ,104.433941,3137BARN400111HTM,#N/A,Agency MBS,Yes
00111,InTrader,3137BARN4,FHLMC_4343C,Agency MBS,Agency RMBS,United States,HTM," 50,000,000 "," 48,631,858 "," 50,788,165 "," 50,499,710 "," (288,456)",  ," (288,456)", Agency MBS , Agency MBS ,,,3.0038%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1212007,,2,4B1,Treasury,0332074125," 50,788,165 ", -   ," 50,788,165 ",2014,RMFX08M ,089,6/19/2014,3.00375,0.0300375, 0.030 ,104.433941,3137BARN400111HTM,#N/A,Agency MBS,Yes
00111,InTrader,36179QED9,Government National Mortgage A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,239,243 "," 50,441,879 "," 50,164,940 "," (276,939)",  ," (276,939)", Agency MBS , Agency MBS ,,,2.3850%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A1,Treasury,0332077099," 50,441,879 ", -   ," 50,441,879 ",2014,311-03  ,062,7/16/2014,2.38497,0.0238497, 0.024 ,102.4424355,36179QED900111AFS,#N/A,Agency MBS,Yes
00111,InTrader,36179QED9,Government National Mortgage A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 49,239,243 "," 50,441,879 "," 50,164,940 "," (276,939)",  ," (276,939)", Agency MBS , Agency MBS ,,,2.3850%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4A1,Treasury,0332077100," 50,441,879 ", -   ," 50,441,879 ",2014,311-03  ,062,7/16/2014,2.38497,0.0238497, 0.024 ,102.4424355,36179QED900111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3136AJZV1,FNMA_14-15A,Agency MBS,Agency RMBS,United States,AFS," 50,000,000 "," 48,115,841 "," 50,550,206 "," 50,089,312 "," (460,893)",  ," (460,893)", Agency MBS , Agency MBS ,,,2.9319%,Due after ten years,< 12 months,AAA to AA-,AA+,, -   , -   ,1220042,1291092,2,4B1,Treasury,0332080900," 50,550,206 ", -   ," 50,550,206 ",2014,343-03  ,078,8/13/2014,2.93188,0.0293188, 0.029 ,105.059383,3136AJZV100111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137BDJC1,FHLMC_4384A,Agency MBS,Agency RMBS,United States,AFS, -   ," 50,000,000 "," 50,039,063 "," 50,039,063 ", -   ,  ,  , Agency MBS , Agency MBS ,,,0.5010%,Due after ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4B1,Treasury,0332089858, -   , -   , -   ,2014,MBFL09  ,089,9/30/2014,0,0, -   ,100.078125,3137BDJC100111AFS,#N/A,Agency MBS,Yes
00111,InTrader,3137BCQG6,FHMS KF04 A,Agency Commercial MBS,Commercial MBS,United States,AFS," 50,000,000 "," 49,979,633 "," 49,979,633 "," 49,979,633 ", -   ,  ,  , Agency MBS , Agency MBS ,,,0.5300%,Due after five years through ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4C2A,Treasury,0332079584," 49,979,633 ", -   ," 49,979,633 ",2014,MBFL14  ,314,8/6/2014,0.53,0.0053, 0.005 ,100,3137BCQG600111AFS,#N/A,CMBS,Yes
00111,InTrader,3137BCQG6,FHMS KF04 A,Agency Commercial MBS,Commercial MBS,United States,AFS," 50,000,000 "," 49,979,633 "," 49,979,633 "," 49,979,633 ", -   ,  ,  , Agency MBS , Agency MBS ,,,0.5300%,Due after five years through ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4C2A,Treasury,0332079585," 49,979,633 ", -   ," 49,979,633 ",2014,MBFL14  ,314,8/6/2014,0.53,0.0053, 0.005 ,100,3137BCQG600111AFS,#N/A,CMBS,Yes
00111,InTrader,3137BCQG6,FHMS KF04 A,Agency Commercial MBS,Commercial MBS,United States,AFS," 50,000,000 "," 49,979,633 "," 49,979,633 "," 49,979,633 ", -   ,  ,  , Agency MBS , Agency MBS ,,,0.5300%,Due after five years through ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4C2A,Treasury,0332079586," 49,979,633 ", -   ," 49,979,633 ",2014,MBFL14  ,314,8/6/2014,0.53,0.0053, 0.005 ,100,3137BCQG600111AFS,#N/A,CMBS,Yes
00111,InTrader,3137BCQG6,FHMS KF04 A,Agency Commercial MBS,Commercial MBS,United States,AFS," 50,000,000 "," 49,979,633 "," 49,979,633 "," 49,979,633 ", -   ,  ,  , Agency MBS , Agency MBS ,,,0.5300%,Due after five years through ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4C2A,Treasury,0332079587," 49,979,633 ", -   ," 49,979,633 ",2014,MBFL14  ,314,8/6/2014,0.53,0.0053, 0.005 ,100,3137BCQG600111AFS,#N/A,CMBS,Yes
00111,InTrader,3137BCQG6,FHMS KF04 A,Agency Commercial MBS,Commercial MBS,United States,AFS," 50,000,000 "," 49,979,633 "," 49,979,633 "," 49,979,633 ", -   ,  ,  , Agency MBS , Agency MBS ,,,0.5300%,Due after five years through ten years,NA,AAA to AA-,AA+,, -   , -   ,1220048,1291098,2,4C2A,Treasury,0332079588," 49,979,633 ", -   ," 49,979,633 ",2014,MBFL14  ,314,8/6/2014,0.53,0.0053, 0.005 ,100,3137BCQG600111AFS,#N/A,CMBS,Yes
