Scenario,CUSIP,ISIN,Moody's Asset Type,Intention,Current Face (000$),Book Price,Previously Impaired,Tranche Projected Principal Loss %,Moody's Yield (%),Moody's Stressed Book Price,Moody's OTTI (%),Moody's OTTI for 99-20 (000$),imp,Moody's OTTI for non 99-20 ($000),Modified Duration,Effective Duration,Convexity,WAL (Principal),WAL,DM/Yield,Cumulative Lifetime Pool Loss %,Projected Pool Loss %,Projected Pool Defaulted %,Cumulative Lifetime Tranche Loss %,Cumulative Lifetime Tranche Loss $,Tranche Projected Principal Loss $,Country,Credit Model
Fed Base,BRS5KVZ91,XS0289300898,MBS - Buy to Let,AFS,52746.09424,100,No,0,,,0,0,0,0,0.558468449,0.559030051,0.007131531,0.54702774,0.551284775,0.201071873,0.001330453,0.000142613,0.001292936,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,BNY1KAH98,XS0773366488,MBS - Prime,AFS,43495.17499,100,No,0,,,0,0,0,0,1.612228427,1.628553419,0.04533918,1.658587825,1.652439294,2.021520976,5.81E-05,0.000115121,0.000817602,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Prime
Fed Base,BRS3UZLT7,XS0298974840,MBS - Prime - Master Trust,AFS,27157.80909,100,No,0,,,0,0,0,0,0.822823194,0.823646738,0.013346598,0.813645588,0.812356724,0.200085863,0.04254815,0.00398841,0.028289072,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Prime - Master Trust
Fed Base,BNY197AG9,XS0679914944,MBS - Prime - Master Trust,AFS,22696.8,100.3871,No,0,,,0,0,0,0,1.481666968,1.49394626,0.033121592,1.513663842,1.502481925,1.655028705,0.007625191,0.000250136,0.002438624,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Prime - Master Trust
Fed Base,BRS38AWT5,XS0284076295,MBS - Prime - Master Trust,AFS,12794.84281,100.0131,No,0,,,0,0,0,0,0.811122125,0.811949301,0.013344835,0.813645588,0.812325354,0.203973018,0.04254815,0.00398841,0.028289072,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Prime - Master Trust
Fed Base,Z913H7V82,XS0543405590,MBS - Prime,AFS,12969.6,100.4683,No,0,,,0,0,0,0,2.808406244,2.84035687,0.099731199,2.927404319,2.856772594,2.270156629,0.000118013,0.000208152,0.001576633,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Prime
Fed Base,BNY1K31B6,XS0772555677,MBS - Prime,AFS,12143.79798,100,No,0,,,0,0,0,0,0.258394123,0.260806372,0.002324785,0.260200937,0.264462183,1.884456128,0.001583503,0.002560695,0.023925468,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Prime
Fed Base,Z915B2X58,XS0607053641,MBS - Prime,AFS,8359.13423,99.6691,No,0,,,0,0,0,0,1.280637041,1.294525929,0.029056989,1.31344393,1.307989045,2.163733933,0.0004392,0.000421528,0.002770526,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Prime
Fed Base,BAX159KB8,XS0252427009,MBS - Prime - Master Trust,AFS,7611.33208,100.0183,No,0,,,0,0,0,0,0.81116539,0.811966627,0.013346071,0.813645588,0.812325354,0.197563954,0.04254815,0.00398841,0.028289072,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Prime - Master Trust
Fed Base,BRS2MG7J8,XS0240603653,MBS - Prime - Master Trust,AFS,7357.03452,100.0517,No,0,,,0,0,0,0,0.81127169,0.811987337,0.0133493,0.813645588,0.812288935,0.176440589,0.04254815,0.00398841,0.028289072,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Prime - Master Trust
Fed Base,Z914NJHN0,XS0609431845,MBS - Prime,AFS,5146.46244,100.3347,No,0,,,0,0,0,0,0.688349763,0.692063738,0.009779502,0.695164696,0.69497788,1.080004834,0.000182537,0.000174788,0.000700495,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Prime
Fed Base,BRS2WEWR6,XS0267968658,MBS - Prime - Master Trust,AFS,3313.24365,100.039,No,0,,,0,0,0,0,0.811337604,0.812035585,0.013350994,0.813645588,0.812325354,0.172079392,0.04254815,0.00398841,0.028289072,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Prime - Master Trust
Fed Base,B7A0BY527,XS0268014353,MBS - Non-Conforming,AFS,13641.67329,100.017,No,0,,,0,0,0,0,1.41940528,1.420385078,0.033715638,1.422537714,1.420992701,0.138099976,0.041462089,0.011600374,0.065613232,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Non-Conforming
Fed Base,BRS47VAQ8,XS0307505601,MBS - Non-Conforming,AFS,10634.9948,87.7022,No,0,,,0,0,0,0,1.892378551,1.956646813,0.059270178,2.044074843,2.041192255,6.735226326,0.036779496,0.008723943,0.052210865,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Non-Conforming
Fed Base,BRS75PXY4,XS0230925736,MBS - Non-Conforming,HTM,8265.20184,100.7481,No,0,,,0,0,0,0,0.43954979,0.436699882,0.004810478,0.434876697,0.437397819,-1.304678917,0.041901142,0.010246824,0.060202845,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Non-Conforming
Fed Base,BRS75PXW8,XS0230942665,MBS - Non-Conforming,HTM,4723.81725,100.6439,No,0,,,0,0,0,0,0.446812896,0.444487996,0.004795293,0.434876697,0.437394575,-1.042210683,0.041901142,0.010246824,0.060202845,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Non-Conforming
Fed Base,BRS64ZZP2,XS0220953235,MBS - Non-Conforming,AFS,2757.64831,100,No,0,,,0,0,0,0,1.038156685,1.039831168,0.019275908,1.043924774,1.041278932,0.327489711,0.009631567,0.003445637,0.031889149,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Non-Conforming
Fed Base,BRS56QZG2,XS0230220872,MBS - Non-Conforming,AFS,1246.30796,94.7812,No,0,,,0,0,0,0,1.569892448,1.599079411,0.041854408,1.619354791,1.616086906,3.701018076,0.011286169,0.003302113,0.032611988,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Non-Conforming
Fed Base,BRS56Q6M1,XS0298412841,MBS - Buy to Let,AFS,92998.63955,100.0096,No,0,,,0,0,0,0,1.470760028,1.472625117,0.035441538,1.455782872,1.453304591,0.253482088,0.023276811,0.000667762,0.004718101,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,BNY1T4V30,XS0843322594,MBS - Buy to Let,AFS,75055.98631,100,No,0,,,0,0,0,0,3.674401209,3.69930537,0.208254096,3.839410196,3.776227714,1.354423696,0.000956906,0.001058489,0.007625427,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,B7A0BY1C9,XS0291723400,MBS - Buy to Let,AFS,39911.00454,100,No,0,,,0,0,0,0,4.039742071,4.043516119,0.246860183,4.006054591,3.998374958,0.186803173,0.003858767,0.000509655,0.003195011,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,BRS170M63,XS0217567766,MBS - Buy to Let,HTM,35633.72648,100.1587,No,0,,,0,0,0,0,1.449770243,1.451587968,0.035422361,1.455782872,1.452775124,0.250694714,0.023276811,0.000667762,0.004718101,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,Z9175S613,XS0693779802,MBS - Buy to Let,AFS,24522.66432,103.0132,No,0,,,0,0,0,0,2.390652278,2.408884591,0.093555357,2.499832042,2.448462845,1.524221227,0.000660712,0.00096815,0.006953098,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,BNY0J4VP4,XS0310515258,MBS - Buy to Let,AFS,22395.12362,87.2412,No,0,,,0,0,0,0,4.547096819,4.619131991,0.329429786,4.976494507,4.952832739,3.156257123,0.007364674,7.11E-05,0.000338025,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,BNY0J4VQ2,XS0310515506,MBS - Buy to Let,AFS,17029.41975,85.2572,No,0,,,0,0,0,0,4.568225101,4.649579004,0.325210155,4.976494507,4.963310885,3.546119723,0.007364674,7.11E-05,0.000338025,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,BRS2CEEZ0,XS0246902885,MBS - Buy to Let,HTM,12014.42285,100,No,0,,,0,0,0,0,4.806075899,4.811866879,0.369645709,4.782530715,4.772637879,0.240915203,0.004906908,9.69E-05,0.000888588,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,BRS1VB5D6,XS0157588210,MBS - Buy to Let,HTM,4857.9258,100.141,No,0,,,0,0,0,0,1.693729287,1.698457685,0.047888614,1.685875356,1.680715136,0.557694566,0.000648163,0.000370019,0.003626403,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,BRS0CY9D5,XS0149246125,MBS - Buy to Let,HTM,5054.25312,100.238,No,0,,,0,0,0,0,4.603863772,4.613128156,0.357436396,4.620861059,4.599884036,0.402123071,0.001212683,0.002322706,0.016656053,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,BRS2WB0E6,XS0246905391,MBS - Buy to Let,HTM,3790.05,100,No,0,,,0,0,0,0,7.038709634,7.055615716,0.848545974,7.156038549,7.118202919,0.480088955,0.004906908,9.69E-05,0.000888588,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,BRS2XB492,XS0183653756,MBS - Buy to Let,HTM,3337.71845,100.0459,No,0,,,0,0,0,0,4.876891963,4.890579533,0.410160204,5.0097544,4.976987983,0.56937499,0.004598367,0.011432634,0.082244413,0,0,0,UNITED KINGDOM,PA-ABS - UK MBS - Buy to Let
Fed Base,BRS3TQH23,XS0286335996,MBS - Prime,AFS,69484.25,97.7484,No,0,,,0,0,0,0,6.307417407,6.325048665,0.544445467,6.333144692,6.306431183,0.558675835,0.003889682,0.004542898,0.018008814,0,0,0,IRELAND,PA-ABS - IRELAND MBS - Prime
Fed Base,13975DAD7,0,ABS - Automobiles - Marginal,AFS,5910,99.9865,No,0,,,0,0,0,0,2.116976955,2.13488928,0.055921149,2.173627789,2.137318246,1.692255081,0.023902911,0.008123805,0.031486234,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,13975FAD2,0,ABS - Automobiles - Marginal,AFS,3000,99.9961,No,0,,,0,0,0,0,2.511487244,2.532677095,0.076516828,2.587549798,2.53283071,1.687434496,0.020602848,0.007312854,0.044367632,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,139742AD2,0,ABS - Automobiles - Marginal,AFS,2500,99.9978,No,0,,,0,0,0,0,2.039535015,2.055506081,0.052309406,2.088814115,2.05769402,1.566147825,0.027754647,0.010700788,0.049139452,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,13975FAA8,0,ABS - Automobiles - Marginal,AFS,8000,100,No,0,,,0,0,0,0,0.45727731,0.458945498,0.004638779,0.459704271,0.457933613,0.729617482,0.020602848,0.007312854,0.044367632,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,13975DAK1,0,ABS - Automobiles - Marginal,AFS,1626.62222,100,No,0,,,0,0,0,0,0.231485107,0.231975298,0.001861612,0.23210717,0.232287387,0.115857869,0.023902911,0.008123805,0.031486234,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,44890RAD3,0,ABS - Automobiles - Prime,AFS,30000,99.9818,No,0,,,0,0,0,0,3.008891774,3.028896032,0.107311381,3.091493278,3.031499432,1.329676169,0.029850807,0.020138883,0.053557154,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,02005BAD8,0,ABS - Automobiles - Prime,AFS,28260,99.9897,No,0,,,0,0,0,0,1.685415853,1.692643019,0.037916089,1.705359467,1.693940997,0.857612211,0.009960946,0.01431487,0.041992086,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,44890HAD5,0,ABS - Automobiles - Prime,AFS,27000,100.1955,No,0,,,0,0,0,0,1.133382923,1.137004091,0.020131685,1.142634862,1.13698236,0.639001673,0.01210332,0.006899497,0.021873421,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,65476GAD4,0,ABS - Automobiles - Prime,AFS,25136,100.0189,No,0,,,0,0,0,0,1.531671576,1.53663856,0.032287686,1.544834839,1.537528015,0.648570357,0.007483748,0.003621788,0.011960288,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,34529YAC0,0,ABS - Automobiles - Prime,AFS,25045,100.1161,No,0,,,0,0,0,0,1.344968764,1.349710006,0.025419042,1.357119742,1.349810052,0.705033791,0.009451671,0.005975068,0.017406806,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,02006EAD1,0,ABS - Automobiles - Prime,AFS,25000,100.1258,No,0,,,0,0,0,0,1.557263123,1.562874001,0.032952683,1.572982291,1.5636432,0.720607652,0.005665915,0.002934087,0.009585403,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,92867LAD4,0,ABS - Automobiles - Prime,AFS,25000,99.9784,No,0,,,0,0,0,0,2.233267308,2.240755203,0.062638273,2.257756577,2.241897446,0.670577593,0.011424379,0.014340849,0.035832308,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,34530MAA7,0,ABS - Automobiles - Prime,AFS,24000,99.9768,No,0,,,0,0,0,0,5.382498081,5.443723082,0.336054311,5.81785365,5.48793618,2.274966,0.015497516,0.017307918,0.049530684,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,43813CAD2,0,ABS - Automobiles - Prime,AFS,24000,99.9998,No,0,,,0,0,0,0,1.60141011,1.606703017,0.034539373,1.615462157,1.607234598,0.661030768,0.005554023,0.004222566,0.010649514,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,02005EAD2,0,ABS - Automobiles - Prime,AFS,23821,100.3979,No,0,,,0,0,0,0,1.176345242,1.180607148,0.020092793,1.188090681,1.180643554,0.724601258,0.003105885,0.001395653,0.005463656,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,89231NAD5,0,ABS - Automobiles - Prime,AFS,22000,99.997,No,0,,,0,0,0,0,1.429687685,1.434068758,0.028200993,1.44055031,1.434272807,0.612871326,0.003873604,0.001639091,0.00653892,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,98158QAD8,0,ABS - Automobiles - Prime,AFS,21000,99.9757,No,0,,,0,0,0,0,2.056957451,2.06542364,0.055338835,2.083974607,2.067915155,0.823175909,0.020616854,0.017818574,0.051863902,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,65477MAD0,0,ABS - Automobiles - Prime,AFS,23100,99.9886,No,0,,,0,0,0,0,2.95935852,2.978703422,0.104061282,3.038303688,2.981118544,1.307371254,0.006921691,0.002503123,0.020833622,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,34530AAD7,0,ABS - Automobiles - Prime,AFS,18410,99.9933,No,0,,,0,0,0,0,1.752114325,1.758025579,0.040258725,1.768697113,1.758881718,0.674756655,0.012811061,0.015427265,0.046085602,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,43813UAD2,US43813UAD28,ABS - Automobiles - Prime,AFS,18013,100.6923,No,0,,,0,0,0,0,0.973087578,0.974361529,0.014913217,0.978838115,0.97329832,0.261836851,0.004617635,0.004332348,0.011564143,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,44890KAD8,0,ABS - Automobiles - Prime,AFS,18000,99.9888,No,0,,,0,0,0,0,1.749134047,1.755584066,0.040426863,1.767295737,1.756960742,0.73750993,0.013566343,0.008539842,0.021254343,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,02006AAD9,US02006AAD90,ABS - Automobiles - Prime,AFS,17834,100.6135,No,0,,,0,0,0,0,0.81686891,0.817898649,0.011108328,0.821153205,0.816185595,0.252118769,0.004082693,0.002365306,0.007983594,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,14313JAD3,0,ABS - Automobiles - Prime,AFS,17446,100.5304,No,0,,,0,0,0,0,1.698511787,1.70574087,0.038535985,1.72305084,1.707182067,0.851225469,0.032350692,0.018988988,0.043710721,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,34530HAD2,0,ABS - Automobiles - Prime,AFS,17000,99.9787,No,0,,,0,0,0,0,1.751170445,1.762602272,0.039921281,1.783149253,1.763400898,1.30562127,0.007079494,0.006541548,0.024162299,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,43813EAD8,0,ABS - Automobiles - Prime,AFS,15270,100.1231,No,0,,,0,0,0,0,1.108125138,1.112561547,0.018923913,1.118597344,1.112427115,0.80070537,0.0062447,0.011870248,0.032975774,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,98157HAC1,0,ABS - Automobiles - Prime,AFS,15000,99.9898,No,0,,,0,0,0,0,1.72261909,1.731820087,0.04063701,1.749118463,1.734526688,1.068256726,0.016077157,0.009506826,0.031887189,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
Fed Base,44614TAD4,0,ABS - Automobiles - Prime,AFS,15000,99.9999,No,0,,,0,0,0,0,1.915418079,1.921940213,0.047320141,1.934921632,1.923066828,0.681014161,0.009584359,0.00596741,0.015187618,0,0,0,UNITED STATES,PA-ABS - US Auto Loans
